,NCLO,Arrival Delay,Cap,Abandonment Penalty,Utility,protocol_type,protocol_name,Algorithm,map_size,max_nclo,converge_threshold
222,44400,103168.04108082749,62715.366211643704,0.0,34991.331422811985,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
223,44600,103168.04108082749,62715.366211643704,0.0,34991.331422811985,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
224,44800,105181.82970593877,63957.15912728812,0.0,35803.70791909126,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
225,45000,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
226,45200,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
227,45400,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
228,45600,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
229,45800,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
230,46000,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
231,46200,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
232,46400,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
233,46600,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
234,46800,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
235,47000,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
236,47200,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
237,47400,116669.84965038451,65027.73880058613,0.0,35898.83256759148,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
238,47600,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
239,47800,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
240,48000,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
241,48200,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
242,48400,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
243,48600,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
244,48800,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
245,49000,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
246,49200,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
247,49400,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
248,49600,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
249,49800,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
250,50000,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
251,50200,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
252,50400,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
253,50600,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
254,50800,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
255,51000,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
256,51200,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
257,51400,122157.42942958801,68197.43954804566,0.0,37677.13703797852,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
258,51600,126201.58582803476,69578.46439498293,0.0,38266.11710331797,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
259,51800,126201.58582803476,69578.46439498293,0.0,38266.11710331797,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
260,52000,145733.45165264572,70922.84014857936,0.0,38288.04830046694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
261,52200,145733.45165264572,70922.84014857936,0.0,38288.04830046694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
262,52400,145733.45165264572,70922.84014857936,0.0,38288.04830046694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
263,52600,145733.45165264572,70922.84014857936,0.0,38288.04830046694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
264,52800,145733.45165264572,70922.84014857936,0.0,38288.04830046694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
265,53000,145733.45165264572,70922.84014857936,0.0,38288.04830046694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
266,53200,145733.45165264572,70922.84014857936,0.0,38288.04830046694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
267,53400,145733.45165264572,70922.84014857936,0.0,38288.04830046694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
268,53600,145733.45165264572,70922.84014857936,0.0,38288.04830046694,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
269,53800,165904.8856960808,72627.74665831114,0.0,38312.35422601814,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
270,54000,165904.8856960808,72627.74665831114,0.0,38312.35422601814,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
271,54200,165904.8856960808,72627.74665831114,0.0,38312.35422601814,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
272,54400,165904.8856960808,72627.74665831114,0.0,38312.35422601814,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
273,54600,165904.8856960808,72627.74665831114,0.0,38312.35422601814,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
274,54800,165904.8856960808,72627.74665831114,0.0,38312.35422601814,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
275,55000,170236.52796220762,74546.73917673464,0.0,39082.659943473634,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
276,55200,170236.52796220762,74546.73917673464,0.0,39082.659943473634,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
277,55400,170236.52796220762,74546.73917673464,0.0,39082.659943473634,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
278,55600,170236.52796220762,74546.73917673464,0.0,39082.659943473634,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
279,55800,170236.52796220762,74546.73917673464,0.0,39082.659943473634,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
280,56000,170236.52796220762,74546.73917673464,0.0,39082.659943473634,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
281,56200,170236.52796220762,74546.73917673464,0.0,39082.659943473634,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
282,56400,170236.52796220762,74546.73917673464,0.0,39082.659943473634,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
283,56600,170236.52796220762,74546.73917673464,0.0,39082.659943473634,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
284,56800,173098.14619760995,76890.81750275932,0.0,40365.25978079859,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
285,57000,173098.14619760995,76890.81750275932,0.0,40365.25978079859,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
286,57200,173098.14619760995,76890.81750275932,0.0,40365.25978079859,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
287,57400,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
288,57600,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
289,57800,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
290,58000,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
291,58200,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
292,58400,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
293,58600,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
294,58800,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
295,59000,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
296,59200,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
297,59400,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
298,59600,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
299,59800,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
300,60000,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
301,60200,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
302,60400,175304.34728528175,79209.38549955764,0.0,41821.78961961118,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
303,60600,191834.4476992871,81020.90386010625,0.0,41877.41729514662,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
304,60800,191834.4476992871,81020.90386010625,0.0,41877.41729514662,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
305,61000,191834.4476992871,81020.90386010625,0.0,41877.41729514662,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
306,61200,191834.4476992871,81020.90386010625,0.0,41877.41729514662,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
307,61400,191834.4476992871,81020.90386010625,0.0,41877.41729514662,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
308,61600,191834.4476992871,81020.90386010625,0.0,41877.41729514662,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
309,61800,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
310,62000,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
311,62200,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
312,62400,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
313,62600,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
314,62800,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
315,63000,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
316,63200,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
317,63400,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
318,63600,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
319,63800,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
320,64000,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
321,64200,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
322,64400,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
323,64600,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
324,64800,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
325,65000,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
326,65200,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
327,65400,210284.90611447854,82793.10402121587,0.0,41913.726724052925,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
328,65600,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
329,65800,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
330,66000,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
331,66200,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
332,66400,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
333,66600,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
334,66800,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
335,67000,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
336,67200,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
337,67400,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
338,67600,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
339,67800,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
340,68000,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
341,68200,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
342,68400,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
343,68600,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
344,68800,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
345,69000,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
346,69200,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
347,69400,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
348,69600,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
349,69800,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
350,70000,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
351,70200,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
352,70400,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
353,70600,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
354,70800,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
355,71000,245488.05461615746,89750.52950434005,0.0,42291.13225971104,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
356,71200,249061.331017824,91707.62537326803,0.0,43212.86237616165,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
357,71400,278405.09782828414,93541.72784237177,0.0,43216.647057596536,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
358,71600,278405.09782828414,93541.72784237177,0.0,43216.647057596536,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
359,71800,278405.09782828414,93541.72784237177,0.0,43216.647057596536,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
360,72000,278405.09782828414,93541.72784237177,0.0,43216.647057596536,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
361,72200,278405.09782828414,93541.72784237177,0.0,43216.647057596536,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
362,72400,278405.09782828414,93541.72784237177,0.0,43216.647057596536,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
363,72600,278405.09782828414,93541.72784237177,0.0,43216.647057596536,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
364,72800,278405.09782828414,93541.72784237177,0.0,43216.647057596536,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
365,73000,286048.85093837,96314.13983665373,0.0,43770.43034811618,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
366,73200,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
367,73400,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
368,73600,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
369,73800,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
370,74000,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
371,74200,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
372,74400,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
373,74600,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
374,74800,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
375,75000,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
376,75200,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
377,75400,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
378,75600,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
379,75800,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
380,76000,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
381,76200,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
382,76400,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
383,76600,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
384,76800,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
385,77000,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
386,77200,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
387,77400,309235.4800056572,100680.79283966476,0.0,43803.40838205596,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
388,77600,320046.068278503,103397.77675050937,0.0,44081.86419273552,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
389,77800,320046.068278503,103397.77675050937,0.0,44081.86419273552,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
390,78000,320046.068278503,103397.77675050937,0.0,44081.86419273552,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
391,78200,320046.068278503,103397.77675050937,0.0,44081.86419273552,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
392,78400,320046.068278503,103397.77675050937,0.0,44081.86419273552,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
393,78600,320046.068278503,103397.77675050937,0.0,44081.86419273552,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
394,78800,320046.068278503,103397.77675050937,0.0,44081.86419273552,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
395,79000,320046.068278503,103397.77675050937,0.0,44081.86419273552,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
396,79200,320046.068278503,103397.77675050937,0.0,44081.86419273552,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
397,79400,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
398,79600,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
399,79800,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
400,80000,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
401,80200,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
402,80400,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
403,80600,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
404,80800,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
405,81000,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
406,81200,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
407,81400,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
408,81600,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
409,81800,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
410,82000,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
411,82200,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
412,82400,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
413,82600,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
414,82800,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
415,83000,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
416,83200,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
417,83400,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
418,83600,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
419,83800,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
420,84000,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
421,84200,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
422,84400,328527.54174658505,106137.12948469284,0.0,44540.498009486684,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
423,84600,347337.5046646872,109329.12020086238,0.0,44601.12530817127,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
424,84800,347337.5046646872,109329.12020086238,0.0,44601.12530817127,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
425,85000,347337.5046646872,109329.12020086238,0.0,44601.12530817127,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
426,85200,347337.5046646872,109329.12020086238,0.0,44601.12530817127,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
427,85400,349741.9830449212,109862.89032600746,0.0,44922.71970197893,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
428,85600,349741.9830449212,109862.89032600746,0.0,44922.71970197893,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
429,85800,349741.9830449212,109862.89032600746,0.0,44922.71970197893,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
430,86000,363344.60654691316,114019.18059219787,0.0,45159.23652519898,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
431,86200,363344.60654691316,114019.18059219787,0.0,45159.23652519898,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
432,86400,363344.60654691316,114019.18059219787,0.0,45159.23652519898,No Loss,e^-(0d),FMC_TA,9000X9000,5000,1e-05
