,protocol_type,protocol_name,Algorithm,Simulation_Number,Task Id,Mission Id,Task Importance,Max Players,Initial Workload,Arrival Delay,Abandonment Counter,Total Time In System,Total Time Since First Arrival,Time Taken (In System) Relative To Optimal,Time Taken (First Arrival) Relative To Optimal,Cap,Is Done,Abandonment Penalty,Delay Penalty,Utility,map_size,max_nclo,converge_threshold,Time Stamp,pace of tasks,central_location_multiplier_list
0,Delay,Pois(1000000^d),FMC_TA centralized,10,11,29,3064.2229019856472,5,101028.52766498782,36463.13002690795,1,165633.93841920735,129170.8083922994,0.12199012911145302,0.15642625283904424,928.928414210184,True,4.803777230042572,0.9623108594228196,889.1141233908365,1000000X1000000,100000000,1e-05,,100000,1.1
1,Delay,Pois(1000000^d),FMC_TA centralized,10,11,31,3064.2229019856472,5,101981.46546210116,36463.13002690795,0,236644.49075211585,200181.3607252079,0.08618959616425326,0.10188907208208332,612.8445803971294,True,0.0,0.9623108594228196,589.7469948545789,1000000X1000000,100000000,1e-05,,100000,1.1
2,Delay,Pois(1000000^d),FMC_TA centralized,10,11,30,3064.2229019856472,5,100320.87588499657,36463.13002690795,0,351760.4870126062,315297.3569856982,0.057039309182785686,0.06363572269941171,634.6079243374412,True,0.0,0.9623108594228196,610.6900970656947,1000000X1000000,100000000,1e-05,,100000,1.1
3,Delay,Pois(1000000^d),FMC_TA centralized,10,6,14,3713.445543661542,5,101971.66224129123,43893.998856270875,1,145865.66109756212,101971.66224129124,0.1398158572401596,0.19999999999999998,742.6891087323087,True,6.390695339209483,0.9548061498671798,702.7334331177734,1000000X1000000,100000000,1e-05,,100000,1.1
4,Delay,Pois(1000000^d),FMC_TA centralized,10,6,16,3713.445543661542,5,101273.80295214699,43893.998856270875,0,266144.45994213194,222250.46108586108,0.07610438554623083,0.09113484170727754,742.6891087323083,True,0.0,0.9548061498671798,709.1241284569826,1000000X1000000,100000000,1e-05,,100000,1.1
5,Delay,Pois(1000000^d),FMC_TA centralized,10,6,15,3713.445543661542,5,101469.92903684569,43893.998856270875,0,375990.8245035799,332096.825647309,0.05397468364863226,0.06110864133619152,742.6891087323085,True,0.0,0.9548061498671798,709.1241284569827,1000000X1000000,100000000,1e-05,,100000,1.1
6,Delay,Pois(1000000^d),FMC_TA centralized,10,9,25,56310.29978336833,5,103617.90635661014,215039.31766928418,0,318657.2240258943,103617.90635661012,0.06503408587290654,0.20000000000000004,11262.059956673664,True,0.0,0.7972662952617593,8978.860818673022,1000000X1000000,100000000,1e-05,,100000,1.1
7,Delay,Pois(1000000^d),FMC_TA centralized,10,9,24,56310.29978336833,5,152195.6998308649,215039.31766928418,1,349849.23703920573,134809.91936992155,0.08700644947458276,0.2257930284984985,21609.535132704736,True,112.62059956673667,0.7972662952617593,17115.9334180136,1000000X1000000,100000000,1e-05,,100000,1.1
8,Delay,Pois(1000000^d),FMC_TA centralized,10,9,23,56310.29978336833,5,100161.4354342863,215039.31766928418,2,392201.5066164397,177162.18894715555,0.051076517425131106,0.11307315181589084,24546.485742542292,True,225.24119913347334,0.7972662952617593,19344.844550518814,1000000X1000000,100000000,1e-05,,100000,1.1
9,Delay,Pois(1000000^d),FMC_TA centralized,10,2,2,78740.13583733741,5,171646.19584310363,98540.3998721426,0,193955.57720274685,95415.17733060425,0.17699537009309854,0.35978803508034446,33094.7894118781,True,0.0,0.9013851227762912,29831.150817281243,1000000X1000000,100000000,1e-05,,100000,1.1
10,Delay,Pois(1000000^d),FMC_TA centralized,10,2,3,78740.13583733741,5,124771.49353604593,98540.3998721426,1,288812.2043670287,190271.80449488614,0.08640320017604494,0.13115079648009473,29155.42454962978,True,157.4802716746748,0.9013851227762912,26122.78566558826,1000000X1000000,100000000,1e-05,,100000,1.1
11,Delay,Pois(1000000^d),FMC_TA centralized,10,2,4,78740.13583733741,5,120900.12099577783,98540.3998721426,3,417319.24302598304,318778.84315384045,0.05794131136591292,0.07585203572461192,15748.027167467482,True,472.44081502402446,0.9013851227762912,13722.596586808022,1000000X1000000,100000000,1e-05,,100000,1.1
12,Delay,Pois(1000000^d),FMC_TA centralized,10,8,20,39729.27647350406,5,106565.84685967345,201901.30110926763,2,264009.82832236204,62108.52721309441,0.08072869675863287,0.3431601154992645,15111.345259710466,True,158.91710589401626,0.8083790154081009,12056.777296642604,1000000X1000000,100000000,1e-05,,100000,1.1
13,Delay,Pois(1000000^d),FMC_TA centralized,10,8,22,39729.27647350406,5,123238.19311147269,201901.30110926763,0,432119.3739856119,230218.07287634426,0.05703895753379301,0.10706213597545569,7945.855294700814,True,0.0,0.8083790154081009,6423.262679705489,1000000X1000000,100000000,1e-05,,100000,1.1
14,Delay,Pois(1000000^d),FMC_TA centralized,10,8,21,39729.27647350406,5,111542.54627511816,201901.30110926763,1,500327.7604672694,298426.45935800177,0.04458779028009384,0.07475379127914943,13611.723137926972,True,79.45855294700813,0.8083790154081009,10923.972795298063,1000000X1000000,100000000,1e-05,,100000,1.1
15,Delay,Pois(1000000^d),FMC_TA centralized,10,3,6,79625.30612094555,5,124222.3851806944,34464.80384861378,2,126424.12176156198,91959.3179129482,0.19651690428979987,0.2701681308647537,24197.1825616055,True,67.57480009583352,0.9643390881241894,23266.714166537353,1000000X1000000,100000000,1e-05,,100000,1.1
16,Delay,Pois(1000000^d),FMC_TA centralized,10,3,5,79625.30612094555,5,101197.83557943281,34464.80384861378,1,244973.0524852672,210508.2486366534,0.08261956533812542,0.09614619496844969,35772.57132399066,True,159.2506122418911,0.9643390881241894,34337.63819819279,1000000X1000000,100000000,1e-05,,100000,1.1
17,Delay,Pois(1000000^d),FMC_TA centralized,10,3,7,79625.30612094555,5,141216.62744146405,34464.80384861378,1,562814.4408072073,528349.6369585935,0.05018230422052655,0.05345574883115936,15925.061224189116,True,104.24002850199794,0.9643390881241894,15252.918990754422,1000000X1000000,100000000,1e-05,,100000,1.1
18,Delay,Pois(1000000^d),FMC_TA centralized,10,10,27,11791.91513483332,5,103048.31802856788,65775.95643344267,4,282135.58846867154,216359.6320352289,0.07304879089368083,0.0952565107078653,2358.3830269666646,True,75.77579329966254,0.933044963526804,2124.701612078683,1000000X1000000,100000000,1e-05,,100000,1.1
19,Delay,Pois(1000000^d),FMC_TA centralized,10,10,26,11791.91513483332,5,111382.52017693082,65775.95643344267,1,295618.3902896407,229842.43385619804,0.07535560968842335,0.09692076289673976,4827.200252507288,True,23.583830269666638,0.933044963526804,4480.411053267575,1000000X1000000,100000000,1e-05,,100000,1.1
20,Delay,Pois(1000000^d),FMC_TA centralized,10,10,28,11791.91513483332,5,101571.89742888903,65775.95643344267,7,691791.0655303091,626015.1090968665,0.029364905819078954,0.032450302222073776,2358.3830269666632,True,158.8052934165397,0.933044963526804,2041.6721119618041,1000000X1000000,100000000,1e-05,,100000,1.1
21,Delay,Pois(1000000^d),FMC_TA centralized,10,13,35,68334.01935490953,5,142051.379730928,65824.4901412327,0,171713.67487708302,105889.18473585031,0.16545144681413632,0.26830196131037815,20625.154116901074,True,0.0,0.9329972531520776,19243.21213690697,1000000X1000000,100000000,1e-05,,100000,1.1
22,Delay,Pois(1000000^d),FMC_TA centralized,10,13,37,68334.01935490953,5,158872.72415755005,65824.4901412327,3,531075.2792788128,465250.7891375801,0.05983058536382839,0.06829552055227983,13666.803870981908,True,253.79200029973495,0.9329972531520776,12497.298470694568,1000000X1000000,100000000,1e-05,,100000,1.1
