,protocol_type,protocol_name,Algorithm,Simulation_Number,Task Id,Mission Id,Task Importance,Max Players,Initial Workload,Arrival Delay,Abandonment Counter,Total Abandonment Counter,Total Time In System,Total Time Since First Arrival,Time Taken (In System) Relative To Optimal,Time Taken (First Arrival) Relative To Optimal,Cap,Is Done,Abandonment Penalty,Utility,map_size,max_nclo,converge_threshold
27,Delay,Pois(1000^d)+TS,FMC_ATA,0,4,9,57659.69541523558,5,57659.69541523558,24944.6073985575,0,0,43491.17868103355,18546.57128247605,0.265155818553986,0.6217828032690446,45708.18147299875,True,0,3300.5879166013287,9000X9000,100000,1e-05
28,Delay,Pois(1000^d)+TS,FMC_ATA,0,4,10,57659.69541523558,3,57659.69541523558,4559.260873641839,0,0,55784.86085035345,51225.59997671161,0.34453610135021817,0.37520104167609597,23509.295430761147,True,0,14541.837163850287,9000X9000,100000,1e-05
29,Delay,Pois(1000^d)+TS,FMC_ATA,0,4,8,57659.69541523558,4,57659.69541523558,40061.05155043234,0,0,69642.69471609505,29581.64316566271,0.20698400474841874,0.48729287190311366,41375.116903975795,True,0,607.6395671546869,9000X9000,100000,1e-05
30,Delay,Pois(1000^d)+TS,FMC_ATA,1,2,3,62198.39097124932,6,62198.39097124932,1239.676384013991,0,0,17713.682173816473,16474.005789802482,0.5852198539799557,0.629257912585237,40560.949200390445,True,0,35594.560040019154,9000X9000,100000,1e-05
31,Delay,Pois(1000^d)+TS,FMC_ATA,1,2,4,62198.39097124932,3,62198.39097124932,2675.9041052522743,0,0,24620.782884047378,21944.878778795104,0.842085204522473,0.9447669863845465,60541.29317551521,True,0,45667.68917780974,9000X9000,100000,1e-05
32,Delay,Pois(1000^d)+TS,FMC_ATA,1,2,2,62198.39097124932,5,62198.39097124932,2404.5293591120567,0,0,33899.79101537955,31495.261656267496,0.3669544213003044,0.39496983165321287,24720.92992024259,True,0,19188.435825533477,9000X9000,100000,1e-05
33,Delay,Pois(1000^d)+TS,FMC_ATA,1,8,20,105518.78622608687,3,105518.78622608687,1706.714073798687,0,0,38272.61505602276,36565.90098222408,0.9190103339043715,0.9619051574615297,104062.90294846664,True,0,86936.26617133924,9000X9000,100000,1e-05
34,Delay,Pois(1000^d)+TS,FMC_ATA,1,8,22,105518.78622608687,9,105518.78622608687,3842.057702755485,0,0,38807.27498264162,34965.217279886136,0.3021162806695541,0.3353135056140712,40816.01055724009,True,0,27228.745614102303,9000X9000,100000,1e-05
35,Delay,Pois(1000^d)+TS,FMC_ATA,1,8,21,105518.78622608687,6,105518.78622608687,2596.058448986219,0,0,47484.375240054236,44888.31679106802,0.3703631833020278,0.39178266480497376,60644.81983240064,True,0,46132.245038753295,9000X9000,100000,1e-05
36,Delay,Pois(1000^d)+TS,FMC_ATA,1,9,25,73877.31810597965,7,73877.31810597965,3549.909681765188,0,0,33448.03279165231,29898.12310988712,0.31553133938574945,0.35299548897363436,29509.427576360365,True,0,20301.392434776855,9000X9000,100000,1e-05
37,Delay,Pois(1000^d)+TS,FMC_ATA,1,9,24,73877.31810597965,2,73877.31810597965,2371.572946791147,0,0,39876.49165625597,37504.91870946482,0.9263267032468429,0.9849017228683635,73311.05844950464,True,0,57102.12403796621,9000X9000,100000,1e-05
38,Delay,Pois(1000^d)+TS,FMC_ATA,1,9,23,73877.31810597965,3,73877.31810597965,340.60874204555347,0,0,48086.16454890974,47745.55580686419,0.5121176316099337,0.5157709924166988,42046.9475680702,True,0,40564.77505570028,9000X9000,100000,1e-05
39,Delay,Pois(1000^d)+TS,FMC_ATA,1,5,12,60160.26705680338,5,60160.26705680338,1036.9098357978733,0,0,24062.820903473974,23025.9110676761,0.5000267200436004,0.5225440754981173,34547.23359167257,True,0,30971.831258423554,9000X9000,100000,1e-05
40,Delay,Pois(1000^d)+TS,FMC_ATA,1,5,11,60160.26705680338,3,60160.26705680338,4050.1402186398573,0,0,39535.26654338712,35485.12632474727,0.5072287126295354,0.5651219096346451,36503.516173638534,True,0,23823.767755463956,9000X9000,100000,1e-05
41,Delay,Pois(1000^d)+TS,FMC_ATA,1,5,13,60160.26705680338,6,60160.26705680338,2460.3930460140336,0,0,48314.47666203549,45854.08361602146,0.2075301621555735,0.2186656102452466,17179.802896524852,True,0,13256.740812006587,9000X9000,100000,1e-05
42,Delay,Pois(1000^d)+TS,FMC_ATA,1,7,18,97531.65021282806,7,97531.65021282806,2118.747616597453,0,0,36477.26430183128,34358.51668523383,0.3819664976040261,0.4055207916916522,55616.1527065055,True,0,44488.97180871677,9000X9000,100000,1e-05
43,Delay,Pois(1000^d)+TS,FMC_ATA,1,7,19,97531.65021282806,6,97531.65021282806,4497.163486811837,0,0,49407.09332788537,44909.929841073535,0.3290069085342623,0.36195280404568037,48195.19245868671,True,0,30007.15372071761,9000X9000,100000,1e-05
44,Delay,Pois(1000^d)+TS,FMC_ATA,1,7,17,97531.65021282806,2,97531.65021282806,671.5518018513427,0,0,50256.607242227954,49585.055440376615,0.9703365941789779,0.9834782813755716,96712.41987886549,True,0,90106.00290346776,9000X9000,100000,1e-05
45,Delay,Pois(1000^d)+TS,FMC_ATA,1,6,16,50159.09369106695,4,50159.09369106695,1466.0258692438,0,0,19884.629690457885,18418.603821214085,0.6306264495729708,0.6808210624696613,35980.030088119755,True,0,30830.44954532448,9000X9000,100000,1e-05
46,Delay,Pois(1000^d)+TS,FMC_ATA,1,6,14,50159.09369106695,5,50159.09369106695,1522.2418102938293,0,0,43640.55641129298,42118.31460099915,0.22987375879601366,0.23818186537728675,16464.44201026763,True,0,14024.682930740348,9000X9000,100000,1e-05
47,Delay,Pois(1000^d)+TS,FMC_ATA,1,6,15,50159.09369106695,1,50159.09369106695,4348.029455685643,0,0,54507.123146752594,50159.09369106695,0.9202300689401787,1.0,50159.093691066955,True,0,31724.49838903318,9000X9000,100000,1e-05
48,Delay,Pois(1000^d)+TS,FMC_ATA,1,10,26,57409.847110640534,6,57409.847110640534,3266.6300687272214,0,0,17772.414690490925,14505.784621763703,0.5383797316463089,0.65962015163369,38037.25529710652,True,0,26961.023621952918,9000X9000,100000,1e-05
49,Delay,Pois(1000^d)+TS,FMC_ATA,1,10,27,57409.847110640534,2,57409.847110640534,368.9828015456991,0,0,29462.52285015271,29093.54004860701,0.9742860006019982,0.9866425160830385,57021.23061735379,True,0,54846.997620386384,9000X9000,100000,1e-05
50,Delay,Pois(1000^d)+TS,FMC_ATA,1,10,28,57409.847110640534,5,57409.847110640534,37630.020350955645,0,0,58037.11903927678,20407.098688321137,0.19783837675260296,0.5626458516956734,39483.888837530816,True,0,749.1428166398662,9000X9000,100000,1e-05
51,Delay,Pois(1000^d)+TS,FMC_ATA,1,4,9,12693.67787905268,1,12693.67787905268,592.5981492200217,0,0,13286.276028272703,12693.67787905268,0.9553977240907087,1.0,12693.67787905268,True,0,11925.364688359889,9000X9000,100000,1e-05
52,Delay,Pois(1000^d)+TS,FMC_ATA,1,4,8,12693.67787905268,1,12693.67787905268,1204.8709850952678,0,0,13898.548864147948,12693.67787905268,0.9133095838369647,1.0,12693.677879052679,True,0,11180.355179728516,9000X9000,100000,1e-05
53,Delay,Pois(1000^d)+TS,FMC_ATA,1,4,10,12693.67787905268,1,12693.67787905268,49276.05360921855,0,0,61969.73148827123,12693.67787905268,0.2048367416511263,1.0,12693.67787905268,True,0,70.60556218258755,9000X9000,100000,1e-05
54,Delay,Pois(1000^d)+TS,FMC_ATA,1,3,6,86610.74377979526,6,86610.74377979526,1188.5986982122643,0,0,26162.535778260335,24973.937080048072,0.5517478919338554,0.5780075411029835,54419.55727624887,True,0,48013.980372203194,9000X9000,100000,1e-05
55,Delay,Pois(1000^d)+TS,FMC_ATA,1,3,5,86610.74377979526,6,86610.74377979526,2634.1182891587905,0,0,52966.509922937286,50332.3916337785,0.27253303992091127,0.2867959080571819,50650.216482438394,True,0,38375.20099397782,9000X9000,100000,1e-05
56,Delay,Pois(1000^d)+TS,FMC_ATA,1,3,7,86610.74377979526,2,86610.74377979526,21935.93488483558,0,0,75980.48351733571,54044.54863250013,0.5699538866453393,0.8012902870994761,75871.56703719278,True,0,7522.214623968865,9000X9000,100000,1e-05
57,Delay,Pois(1000^d)+TS,FMC_ATA,1,11,29,91337.81217490886,8,91337.81217490886,754.8364362318831,0,0,41363.74652260185,40608.910086369964,0.2760201258758087,0.2811507744871907,28357.895628922026,True,0,26189.944533550053,9000X9000,100000,1e-05
58,Delay,Pois(1000^d)+TS,FMC_ATA,1,11,31,91337.81217490886,4,91337.81217490886,51739.43333560745,0,0,81320.39875450797,29580.965418900523,0.2807961273365177,0.771930622289201,77844.7874245623,True,0,334.01264190791323,9000X9000,100000,1e-05
59,Delay,Pois(1000^d)+TS,FMC_ATA,1,11,30,91337.81217490886,1,91337.81217490886,1315.9658834033792,0,0,92653.77805831224,91337.81217490886,0.9857969538751549,1.0,91337.81217490885,True,0,79512.48162153202,9000X9000,100000,1e-05
60,Delay,Pois(1000^d)+TS,FMC_ATA,2,6,14,18640.318215808296,1,18640.318215808296,460.9924468349836,0,0,19101.31066264328,18640.318215808296,0.9758659259054641,1.0,18640.318215808296,True,0,17756.585813672555,9000X9000,100000,1e-05
61,Delay,Pois(1000^d)+TS,FMC_ATA,2,6,15,18640.318215808296,1,18640.318215808296,669.4716528896782,0,0,19309.789868697975,18640.318215808296,0.9653299358800935,1.0,18640.318215808296,True,0,17370.806368083373,9000X9000,100000,1e-05
62,Delay,Pois(1000^d)+TS,FMC_ATA,2,6,16,18640.318215808296,1,18640.318215808296,1778.8187238301557,0,0,20419.13693963845,18640.318215808296,0.9128847252903701,1.0,18640.318215808293,True,0,15454.645268340575,9000X9000,100000,1e-05
63,Delay,Pois(1000^d)+TS,FMC_ATA,2,3,7,98218.65274686768,5,98218.65274686768,1255.3593581135704,0,0,33570.535203162486,32315.175845048914,0.5851479706979177,0.6078794261731737,63849.249081492264,True,0,55938.87140303933,9000X9000,100000,1e-05
64,Delay,Pois(1000^d)+TS,FMC_ATA,2,3,6,98218.65274686768,9,98218.65274686768,2050.574684630627,0,0,36969.298746503584,34918.724061872956,0.295195851924916,0.3125309968143062,31926.080494422753,True,0,25722.6940688891,9000X9000,100000,1e-05
65,Delay,Pois(1000^d)+TS,FMC_ATA,2,3,5,98218.65274686768,4,98218.65274686768,1192.1041168437093,0,0,38592.56762663698,37400.46350979327,0.6362536803529248,0.6565336598111227,70336.14058809457,True,0,62034.15082252657,9000X9000,100000,1e-05
66,Delay,Pois(1000^d)+TS,FMC_ATA,2,5,11,37422.95663585875,3,37422.95663585875,751.1932137233233,0,0,20265.058875126982,19513.86566140366,0.6155579885302167,0.6392541126944649,24413.712861589633,True,0,22555.949624784225,9000X9000,100000,1e-05
67,Delay,Pois(1000^d)+TS,FMC_ATA,2,5,13,37422.95663585875,3,37422.95663585875,5402.967298063242,0,0,32209.730827790583,26806.76352972734,0.3872841702811353,0.4653422209953169,19551.78094937386,True,0,11065.221139859947,9000X9000,100000,1e-05
68,Delay,Pois(1000^d)+TS,FMC_ATA,2,5,12,37422.95663585875,3,37422.95663585875,2264.6486293155376,0,0,39687.60526517429,37422.95663585875,0.3143127128803044,0.3333333333333333,12474.318878619582,True,0,9826.349419989394,9000X9000,100000,1e-05
69,Delay,Pois(1000^d)+TS,FMC_ATA,2,8,22,73668.96130890155,2,73668.96130890155,119.74269116322913,0,0,37536.064091376975,37416.32140021375,0.981309083573113,0.9844495470428676,73087.12056313854,True,0,72170.83451912353,9000X9000,100000,1e-05
70,Delay,Pois(1000^d)+TS,FMC_ATA,2,8,21,73668.96130890155,3,73668.96130890155,1933.6086439352007,0,0,39190.658763053405,37257.050119118205,0.6265860593150003,0.6591053332936739,48830.92789615607,True,0,39830.69621367765,9000X9000,100000,1e-05
71,Delay,Pois(1000^d)+TS,FMC_ATA,2,8,20,73668.96130890155,3,73668.96130890155,19545.57790478286,0,0,47596.49318644196,28050.915281659105,0.5159270944628223,0.8754195786387226,66679.77161818436,True,0,8504.279147673236,9000X9000,100000,1e-05
